N_P_star,N_UF_star,computation_time_sec,leader_candidate_count,leader_full_evaluated_count,leader_serial_override,solver_evaluations,step,wu_faithful_active
0.0,0.0,4.0700018871575594e-05,0.0,0.0,0.0,0.0,0,0.0
0.0,0.0,2.770003629848361e-05,0.0,0.0,0.0,0.0,1,0.0
0.0,0.0,1.850002445280552e-05,0.0,0.0,0.0,0.0,2,0.0
0.0,0.0,1.7899961676448584e-05,0.0,0.0,0.0,0.0,3,0.0
0.0,0.0,1.7799960914999247e-05,0.0,0.0,0.0,0.0,4,0.0
0.0,0.0,1.8099963199347258e-05,0.0,0.0,0.0,0.0,5,0.0
0.0,0.0,1.9700033590197563e-05,0.0,0.0,0.0,0.0,6,0.0
0.0,0.0,1.7200014553964138e-05,0.0,0.0,0.0,0.0,7,0.0
0.0,0.0,1.6600009985268116e-05,0.0,0.0,0.0,0.0,8,0.0
0.0,0.0,1.750001683831215e-05,0.0,0.0,0.0,0.0,9,0.0
0.0,0.0,1.8200022168457508e-05,0.0,0.0,0.0,0.0,10,0.0
0.0,0.0,1.6899954061955214e-05,0.0,0.0,0.0,0.0,11,0.0
0.0,0.0,1.7600017599761486e-05,0.0,0.0,0.0,0.0,12,0.0
0.0,0.0,1.8700025975704193e-05,0.0,0.0,0.0,0.0,13,0.0
0.0,0.0,1.92999723367393e-05,0.0,0.0,0.0,0.0,14,0.0
0.0,0.0,2.3100001271814108e-05,0.0,0.0,0.0,0.0,15,0.0
0.0,0.0,1.73999578692019e-05,0.0,0.0,0.0,0.0,16,0.0
0.0,0.0,1.9099970813840628e-05,0.0,0.0,0.0,0.0,17,0.0
0.0,0.0,2.800003858283162e-05,0.0,0.0,0.0,0.0,18,0.0
0.0,0.0,1.7600017599761486e-05,0.0,0.0,0.0,0.0,19,0.0
0.0,0.0,1.8000020645558834e-05,0.0,0.0,0.0,0.0,20,0.0
0.0,0.0,1.6700010746717453e-05,0.0,0.0,0.0,0.0,21,0.0
0.0,0.0,2.6900030206888914e-05,0.0,0.0,0.0,0.0,22,0.0
0.0,0.0,1.6400008462369442e-05,0.0,0.0,0.0,0.0,23,0.0
0.0,0.0,1.7400016076862812e-05,0.0,0.0,0.0,0.0,24,0.0
0.0,0.0,1.6200006939470768e-05,0.0,0.0,0.0,0.0,25,0.0
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,26,0.0
0.0,0.0,1.639995025470853e-05,0.0,0.0,0.0,0.0,27,0.0
0.0,0.0,1.8600025214254856e-05,0.0,0.0,0.0,0.0,28,0.0
0.0,0.0,1.7900019884109497e-05,0.0,0.0,0.0,0.0,29,0.0
0.0,0.0,2.0900042727589607e-05,0.0,0.0,0.0,0.0,30,0.0
0.0,0.0,1.73999578692019e-05,0.0,0.0,0.0,0.0,31,0.0
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,32,0.0
0.0,0.0,1.899997005239129e-05,0.0,0.0,0.0,0.0,33,0.0
0.0,0.0,1.829996472224593e-05,0.0,0.0,0.0,0.0,34,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,35,0.0
0.0,0.0,1.9000028260052204e-05,0.0,0.0,0.0,0.0,36,0.0
0.0,0.0,1.680001150816679e-05,0.0,0.0,0.0,0.0,37,0.0
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,38,0.0
0.0,0.0,1.829996472224593e-05,0.0,0.0,0.0,0.0,39,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,40,0.0
0.0,0.0,1.7400016076862812e-05,0.0,0.0,0.0,0.0,41,0.0
0.0,0.0,1.680001150816679e-05,0.0,0.0,0.0,0.0,42,0.0
0.0,0.0,1.8300022929906845e-05,0.0,0.0,0.0,0.0,43,0.0
0.0,0.0,1.8099963199347258e-05,0.0,0.0,0.0,0.0,44,0.0
0.0,0.0,1.7899961676448584e-05,0.0,0.0,0.0,0.0,45,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,46,0.0
0.0,0.0,1.6900012269616127e-05,0.0,0.0,0.0,0.0,47,0.0
0.0,0.0,1.7799960914999247e-05,0.0,0.0,0.0,0.0,48,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,49,0.0
0.0,0.0,1.729995710775256e-05,0.0,0.0,0.0,0.0,50,0.0
0.0,0.0,1.7900019884109497e-05,0.0,0.0,0.0,0.0,51,0.0
0.0,0.0,2.7699978090822697e-05,0.0,0.0,0.0,0.0,52,0.0
0.0,0.0,1.8000020645558834e-05,0.0,0.0,0.0,0.0,53,0.0
0.0,0.0,1.6900012269616127e-05,0.0,0.0,0.0,0.0,54,0.0
0.0,0.0,1.7499958630651236e-05,0.0,0.0,0.0,0.0,55,0.0
0.0,0.0,1.6600009985268116e-05,0.0,0.0,0.0,0.0,56,0.0
0.0,0.0,1.7200014553964138e-05,0.0,0.0,0.0,0.0,57,0.0
0.0,0.0,2.2499996703118086e-05,0.0,0.0,0.0,0.0,58,0.0
0.0,0.0,1.699995482340455e-05,0.0,0.0,0.0,0.0,59,0.0
0.0,0.0,1.8700025975704193e-05,0.0,0.0,0.0,0.0,60,0.0
0.0,0.0,1.7400016076862812e-05,0.0,0.0,0.0,0.0,61,0.0
0.0,0.0,1.7899961676448584e-05,0.0,0.0,0.0,0.0,62,0.0
0.0,0.0,1.7000013031065464e-05,0.0,0.0,0.0,0.0,63,0.0
0.0,0.0,2.659996971487999e-05,0.0,0.0,0.0,0.0,64,0.0
0.0,0.0,2.0299979951232672e-05,0.0,0.0,0.0,0.0,65,0.0
0.0,0.0,1.750001683831215e-05,0.0,0.0,0.0,0.0,66,0.0
0.0,0.0,1.7300015315413475e-05,0.0,0.0,0.0,0.0,67,0.0
0.0,0.0,1.7700018361210823e-05,0.0,0.0,0.0,0.0,68,0.0
0.0,0.0,1.73999578692019e-05,0.0,0.0,0.0,0.0,69,0.0
0.0,0.0,1.8400023691356182e-05,0.0,0.0,0.0,0.0,70,0.0
0.0,0.0,2.2199994418770075e-05,0.0,0.0,0.0,0.0,71,0.0
0.0,0.0,2.759997732937336e-05,0.0,0.0,0.0,0.0,72,0.0
0.0,0.0,2.7900037821382284e-05,0.0,0.0,0.0,0.0,73,0.0
0.0,0.0,2.7300033252686262e-05,0.0,0.0,0.0,0.0,74,0.0
0.0,0.0,2.8099981136620045e-05,0.0,0.0,0.0,0.0,75,0.0
0.0,0.0,2.4300010409206152e-05,0.0,0.0,0.0,0.0,76,0.0
0.0,0.0,1.899997005239129e-05,0.0,0.0,0.0,0.0,77,0.0
0.0,0.0,2.1299987565726042e-05,0.0,0.0,0.0,0.0,78,0.0
0.0,0.0,2.2799998987466097e-05,0.0,0.0,0.0,0.0,79,0.0
